"Species","AgeClass","BACI.eff","n.years.b","n.years.a","n.sites.per.year","alpha","scenario","sd.Year","sd.Stream","sd.StreamYear","sd.Resid","sd.WS.BACI","nsw_T","nsw_C","sdSite","sdYear","sdSiteYear","sdResid","sdWS.BACI","n_TA","n_TB","n_CA","n_CB","ns_T","ns_C","ny_B","ny_A","mu_TA","mu_TB","mu_CA","mu_CB","baci","dfdenom","ncp","Fcrit","ts.power","Tcrit","os.power.a","os.power.b"
"BLTR","Immature",0.693147180559945,4,4,20,0.1,5240,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,20,20,20,20,3,7,4,4,0.693147180559945,0,0,0,0.693147180559945,62,28.3923236234772,2.78824594114244,0.999855183612612,1.29535576176057,0.999969770479626,2.43077780126555e-11
"BLTR","Mature",0.693147180559945,4,4,20,0.1,5243,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,20,20,20,20,3,7,4,4,0.693147180559945,0,0,0,0.693147180559945,62,17.1147578463413,2.78824594114244,0.992785968329858,1.29535576176057,0.997655826005798,3.49189690496132e-08
"BKTR","AllAges",1.09861228866811,4,4,20,0.1,5248,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,20,20,20,20,3,7,4,4,1.09861228866811,0,0,0,1.09861228866811,62,308.854370350908,2.78824594114244,1,1.29535576176057,1,0
"BLTR","Immature",1.09861228866811,4,4,20,0.1,5251,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,20,20,20,20,3,7,4,4,1.09861228866811,0,0,0,1.09861228866811,62,71.324530182351,2.78824594114244,0.999999999989987,1.29535576176057,0.999999999999404,0
"BLTR","Mature",1.09861228866811,4,4,20,0.1,5254,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,20,20,20,20,3,7,4,4,1.09861228866811,0,0,0,1.09861228866811,62,42.994088076878,2.78824594114244,0.999999347261417,1.29535576176057,0.999999915746925,4.32986979603811e-15
"BKTR","AllAges",0.693147180559945,5,4,20,0.1,5259,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,20,20,20,20,3,7,5,4,0.693147180559945,0,0,0,0.693147180559945,71,136.607095811976,2.77755442114078,1,1.29358926861123,1,0
"BLTR","Immature",0.693147180559945,5,4,20,0.1,5262,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,20,20,20,20,3,7,5,4,0.693147180559945,0,0,0,0.693147180559945,71,31.5470262483079,2.77755442114078,0.999955245384786,1.29358926861123,0.999991542009409,3.32778249401144e-12
"BLTR","Mature",0.693147180559945,5,4,20,0.1,5265,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,20,20,20,20,3,7,5,4,0.693147180559945,0,0,0,0.693147180559945,71,19.0163976070459,2.77755442114078,0.996250967399229,1.29358926861123,0.998869856624771,9.68823032909683e-09
"BKTR","AllAges",1.09861228866811,5,4,20,0.1,5270,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,20,20,20,20,3,7,5,4,1.09861228866811,0,0,0,1.09861228866811,71,343.171522612116,2.77755442114078,1,1.29358926861123,1,0
"BLTR","Immature",1.09861228866811,5,4,20,0.1,5273,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,20,20,20,20,3,7,5,4,1.09861228866811,0,0,0,1.09861228866811,71,79.24947798039,2.77755442114078,0.999999999999627,1.29358926861123,0.999999999999981,0
"BLTR","Mature",1.09861228866811,5,4,20,0.1,5276,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,20,20,20,20,3,7,5,4,1.09861228866811,0,0,0,1.09861228866811,71,47.7712089743089,2.77755442114078,0.999999900107666,1.29358926861123,0.999999988605392,3.33066907387547e-15
"BKTR","AllAges",0.693147180559945,2,5,20,0.1,5281,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,20,20,20,20,3,7,2,5,0.693147180559945,0,0,0,0.693147180559945,53,87.8188473077002,2.80266517399295,0.999999999999985,1.29772984279107,0.999999999999999,0
"BLTR","Immature",0.693147180559945,2,5,20,0.1,5284,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,20,20,20,20,3,7,2,5,0.693147180559945,0,0,0,0.693147180559945,53,20.2802311596266,2.80266517399295,0.997445280141502,1.29772984279107,0.999279595212782,4.44321612835807e-09
"BLTR","Mature",0.693147180559945,2,5,20,0.1,5287,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,20,20,20,20,3,7,2,5,0.693147180559945,0,0,0,0.693147180559945,53,12.224827033101,2.80266517399295,0.964571963018237,1.29772984279107,0.985644472689901,1.01056572254787e-06
"BKTR","AllAges",1.09861228866811,2,5,20,0.1,5292,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,20,20,20,20,3,7,2,5,1.09861228866811,0,0,0,1.09861228866811,53,220.610264536364,2.80266517399295,1,1.29772984279107,1,0
"BLTR","Immature",1.09861228866811,2,5,20,0.1,5295,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,20,20,20,20,3,7,2,5,1.09861228866811,0,0,0,1.09861228866811,53,50.9460929873938,2.80266517399295,0.999999966481215,1.29772984279107,0.999999996670672,4.44089209850063e-16
"BLTR","Mature",1.09861228866811,2,5,20,0.1,5298,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,20,20,20,20,3,7,2,5,1.09861228866811,0,0,0,1.09861228866811,53,30.7100629120557,2.80266517399295,0.999934483059684,1.29772984279107,0.999987582914215,5.95901106237307e-12
"BKTR","AllAges",0.693147180559945,3,5,20,0.1,5303,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,20,20,20,20,3,7,3,5,0.693147180559945,0,0,0,0.693147180559945,62,115.262237091356,2.78824594114244,1,1.29535576176057,1,0
"BLTR","Immature",0.693147180559945,3,5,20,0.1,5306,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,20,20,20,20,3,7,3,5,0.693147180559945,0,0,0,0.693147180559945,62,26.6178033970097,2.78824594114244,0.999727010399413,1.29535576176057,0.999939223084213,7.41116057412228e-11
"BLTR","Mature",0.693147180559945,3,5,20,0.1,5309,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,20,20,20,20,3,7,3,5,0.693147180559945,0,0,0,0.693147180559945,62,16.045085480945,2.78824594114244,0.989735479878554,1.29535576176057,0.996504028626075,7.1611962360052e-08
"BKTR","AllAges",1.09861228866811,3,5,20,0.1,5314,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,20,20,20,20,3,7,3,5,1.09861228866811,0,0,0,1.09861228866811,62,289.550972203977,2.78824594114244,1,1.29535576176057,1,0
"BLTR","Immature",1.09861228866811,3,5,20,0.1,5317,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,20,20,20,20,3,7,3,5,1.09861228866811,0,0,0,1.09861228866811,62,66.8667470459538,2.78824594114244,0.999999999940516,1.29535576176057,0.999999999996042,0
"BLTR","Mature",1.09861228866811,3,5,20,0.1,5320,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,20,20,20,20,3,7,3,5,1.09861228866811,0,0,0,1.09861228866811,62,40.3069575720732,2.78824594114244,0.999998198774956,1.29535576176057,0.999999747396165,1.75415237890775e-14
"BKTR","AllAges",0.693147180559945,4,5,20,0.1,5325,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,20,20,20,20,3,7,4,5,0.693147180559945,0,0,0,0.693147180559945,71,136.607095811978,2.77755442114078,1,1.29358926861123,1,0
"BLTR","Immature",0.693147180559945,4,5,20,0.1,5328,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,20,20,20,20,3,7,4,5,0.693147180559945,0,0,0,0.693147180559945,71,31.5470262483079,2.77755442114078,0.999955245384786,1.29358926861123,0.999991542009409,3.32778249401144e-12
"BLTR","Mature",0.693147180559945,4,5,20,0.1,5331,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,20,20,20,20,3,7,4,5,0.693147180559945,0,0,0,0.693147180559945,71,19.0163976070459,2.77755442114078,0.996250967399229,1.29358926861123,0.998869856624771,9.68823021807452e-09
"BKTR","AllAges",1.09861228866811,4,5,20,0.1,5336,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,20,20,20,20,3,7,4,5,1.09861228866811,0,0,0,1.09861228866811,71,343.171522612121,2.77755442114078,1,1.29358926861123,1,0
"BLTR","Immature",1.09861228866811,4,5,20,0.1,5339,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,20,20,20,20,3,7,4,5,1.09861228866811,0,0,0,1.09861228866811,71,79.24947798039,2.77755442114078,0.999999999999627,1.29358926861123,0.999999999999981,0
"BLTR","Mature",1.09861228866811,4,5,20,0.1,5342,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,20,20,20,20,3,7,4,5,1.09861228866811,0,0,0,1.09861228866811,71,47.7712089743089,2.77755442114078,0.999999900107666,1.29358926861123,0.999999988605392,3.33066907387547e-15
"BKTR","AllAges",0.693147180559945,5,5,20,0.1,5347,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,20,20,20,20,3,7,5,5,0.693147180559945,0,0,0,0.693147180559945,80,153.682982788477,2.76931061306625,1,1.29222358305912,1,0
"BLTR","Immature",0.693147180559945,5,5,20,0.1,5350,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,20,20,20,20,3,7,5,5,0.693147180559945,0,0,0,0.693147180559945,80,35.4904045293464,2.76931061306625,0.999989839691386,1.29222358305912,0.999998298007805,3.0186964039558e-13
"BLTR","Mature",0.693147180559945,5,5,20,0.1,5353,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,20,20,20,20,3,7,5,5,0.693147180559945,0,0,0,0.693147180559945,80,21.3934473079266,2.76931061306625,0.998363616142432,1.29222358305912,0.999549508597734,2.00915561965331e-09
"BKTR","AllAges",1.09861228866811,5,5,20,0.1,5358,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,20,20,20,20,3,7,5,5,1.09861228866811,0,0,0,1.09861228866811,80,386.06796293864,2.76931061306625,1,1.29222358305912,1,0
"BLTR","Immature",1.09861228866811,5,5,20,0.1,5361,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,20,20,20,20,3,7,5,5,1.09861228866811,0,0,0,1.09861228866811,80,89.1556627279388,2.76931061306625,0.999999999999994,1.29222358305912,1,0
"BLTR","Mature",1.09861228866811,5,5,20,0.1,5364,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,20,20,20,20,3,7,5,5,1.09861228866811,0,0,0,1.09861228866811,80,53.7426100960975,2.76931061306625,0.999999990607219,1.29222358305912,0.999999999078463,6.66133814775094e-16
"BKTR","AllAges",0.693147180559945,2,7,20,0.1,5369,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,20,20,20,20,3,7,2,7,0.693147180559945,0,0,0,0.693147180559945,71,95.6249670683856,2.77755442114078,1,1.29358926861123,1,0
"BLTR","Immature",0.693147180559945,2,7,20,0.1,5372,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,20,20,20,20,3,7,2,7,0.693147180559945,0,0,0,0.693147180559945,71,22.0829183738156,2.77755442114078,0.998689535385099,1.29358926861123,0.999650755227059,1.30800914543983e-09
"BLTR","Mature",0.693147180559945,2,7,20,0.1,5375,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,20,20,20,20,3,7,2,7,0.693147180559945,0,0,0,0.693147180559945,71,13.3114783249322,2.77755442114078,0.975497559207435,1.29358926861123,0.990502670687195,4.57236254081117e-07
"BKTR","AllAges",1.09861228866811,2,7,20,0.1,5380,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,20,20,20,20,3,7,2,7,1.09861228866811,0,0,0,1.09861228866811,71,240.220065828487,2.77755442114078,1,1.29358926861123,1,0
"BLTR","Immature",1.09861228866811,2,7,20,0.1,5383,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,20,20,20,20,3,7,2,7,1.09861228866811,0,0,0,1.09861228866811,71,55.4746345862732,2.77755442114078,0.999999994997967,1.29358926861123,0.99999999953969,4.44089209850063e-16
"BLTR","Mature",1.09861228866811,2,7,20,0.1,5386,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,20,20,20,20,3,7,2,7,1.09861228866811,0,0,0,1.09861228866811,71,33.4398462820162,2.77755442114078,0.999977656053285,1.29358926861123,0.999996037299281,1.05160324892495e-12
"BKTR","AllAges",0.693147180559945,3,7,20,0.1,5391,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,20,20,20,20,3,7,3,7,0.693147180559945,0,0,0,0.693147180559945,80,129.09370554232,2.76931061306625,1,1.29222358305912,1,0
"BLTR","Immature",0.693147180559945,3,7,20,0.1,5394,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,20,20,20,20,3,7,3,7,0.693147180559945,0,0,0,0.693147180559945,80,29.8119398046511,2.76931061306625,0.999917831098601,1.29222358305912,0.999983382108231,9.49929024329776e-12
"BLTR","Mature",0.693147180559945,3,7,20,0.1,5397,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,20,20,20,20,3,7,3,7,0.693147180559945,0,0,0,0.693147180559945,80,17.9704957386584,2.76931061306625,0.994737586343205,1.29222358305912,0.998335660147553,1.90727379445477e-08
"BKTR","AllAges",1.09861228866811,3,7,20,0.1,5402,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,20,20,20,20,3,7,3,7,1.09861228866811,0,0,0,1.09861228866811,80,324.297088868457,2.76931061306625,1,1.29222358305912,1,0
"BLTR","Immature",1.09861228866811,3,7,20,0.1,5405,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,20,20,20,20,3,7,3,7,1.09861228866811,0,0,0,1.09861228866811,80,74.8907566914689,2.76931061306625,0.99999999999796,1.29222358305912,0.999999999999882,0
"BLTR","Mature",1.09861228866811,3,7,20,0.1,5408,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,20,20,20,20,3,7,3,7,1.09861228866811,0,0,0,1.09861228866811,80,45.1437924807219,2.76931061306625,0.999999736461764,1.29222358305912,0.999999967103933,5.10702591327572e-15
"BKTR","AllAges",0.693147180559945,4,7,20,0.1,5413,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,20,20,20,20,3,7,4,7,0.693147180559945,0,0,0,0.693147180559945,89,156.477218839176,2.76276032731701,1,1.29113619457527,1,0
"BLTR","Immature",0.693147180559945,4,7,20,0.1,5416,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,20,20,20,20,3,7,4,7,0.693147180559945,0,0,0,0.693147180559945,89,36.1356846116982,2.76276032731701,0.999992201365633,1.29113619457527,0.999998709607856,1.99396055222678e-13
"BLTR","Mature",0.693147180559945,4,7,20,0.1,5419,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,20,20,20,20,3,7,4,7,0.693147180559945,0,0,0,0.693147180559945,89,21.7824190771617,2.76276032731701,0.998588859764023,1.29113619457527,0.999615700787777,1.53840062910859e-09
"BKTR","AllAges",1.09861228866811,4,7,20,0.1,5424,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,20,20,20,20,3,7,4,7,1.09861228866811,0,0,0,1.09861228866811,89,393.087380446615,2.76276032731701,1,1.29113619457527,1,0
"BLTR","Immature",1.09861228866811,4,7,20,0.1,5427,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,20,20,20,20,3,7,4,7,1.09861228866811,0,0,0,1.09861228866811,89,90.7766747775376,2.76276032731701,0.999999999999997,1.29113619457527,1,0
"BLTR","Mature",1.09861228866811,4,7,20,0.1,5430,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,20,20,20,20,3,7,4,7,1.09861228866811,0,0,0,1.09861228866811,89,54.7197484614811,2.76276032731701,0.999999993837347,1.29113619457527,0.999999999402942,4.44089209850063e-16
"BKTR","AllAges",0.693147180559945,5,7,20,0.1,5435,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,20,20,20,20,3,7,5,7,0.693147180559945,0,0,0,0.693147180559945,98,179.296813253225,2.75743034449848,1,1.29024990389028,1,0
"BLTR","Immature",0.693147180559945,5,7,20,0.1,5438,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,20,20,20,20,3,7,5,7,0.693147180559945,0,0,0,0.693147180559945,98,41.4054719509042,2.75743034449848,0.999998956404394,1.29024990389028,0.999999851896704,1.35447209004269e-14
"BLTR","Mature",0.693147180559945,5,7,20,0.1,5441,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,20,20,20,20,3,7,5,7,0.693147180559945,0,0,0,0.693147180559945,98,24.9590218592478,2.75743034449848,0.999543743415951,1.29024990389028,0.999889279325176,1.96542115915577e-10
"BKTR","AllAges",1.09861228866811,5,7,20,0.1,5446,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,20,20,20,20,3,7,5,7,1.09861228866811,0,0,0,1.09861228866811,98,450.412623428419,2.75743034449848,1,1.29024990389028,1,0
"BLTR","Immature",1.09861228866811,5,7,20,0.1,5449,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,20,20,20,20,3,7,5,7,1.09861228866811,0,0,0,1.09861228866811,98,104.014939849262,2.75743034449848,1,1.29024990389028,1,0
"BLTR","Mature",1.09861228866811,5,7,20,0.1,5452,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,20,20,20,20,3,7,5,7,1.09861228866811,0,0,0,1.09861228866811,98,62.6997117787804,2.75743034449848,0.999999999748004,1.29024990389028,0.99999999997986,1.11022302462516e-16
"BKTR","AllAges",0.693147180559945,2,10,20,0.1,5457,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,20,20,20,20,3,7,2,10,0.693147180559945,0,0,0,0.693147180559945,98,102.455321858985,2.75743034449848,1,1.29024990389028,1,0
"BLTR","Immature",0.693147180559945,2,10,20,0.1,5460,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,20,20,20,20,3,7,2,10,0.693147180559945,0,0,0,0.693147180559945,98,23.660269686231,2.75743034449848,0.999277255825252,1.29024990389028,0.999816018106646,4.51763515485482e-10
"BLTR","Mature",0.693147180559945,2,10,20,0.1,5463,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,20,20,20,20,3,7,2,10,0.693147180559945,0,0,0,0.693147180559945,98,14.2622982052844,2.75743034449848,0.982373392813115,1.29024990389028,0.993413478521135,2.29839868026716e-07
"BKTR","AllAges",1.09861228866811,2,10,20,0.1,5468,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,20,20,20,20,3,7,2,10,1.09861228866811,0,0,0,1.09861228866811,98,257.378641959094,2.75743034449848,1,1.29024990389028,1,0
"BLTR","Immature",1.09861228866811,2,10,20,0.1,5471,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,20,20,20,20,3,7,2,10,1.09861228866811,0,0,0,1.09861228866811,98,59.4371084852927,2.75743034449848,0.999999999075597,1.29024990389028,0.999999999919822,1.11022302462516e-16
"BLTR","Mature",1.09861228866811,2,10,20,0.1,5474,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,20,20,20,20,3,7,2,10,1.09861228866811,0,0,0,1.09861228866811,98,35.8284067307317,2.75743034449848,0.999991420043272,1.29024990389028,0.999998556856676,2.34146035893446e-13
"BKTR","AllAges",0.693147180559945,3,10,20,0.1,5479,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,20,20,20,20,3,7,3,10,0.693147180559945,0,0,0,0.693147180559945,107,141.86121488167,2.75300872491919,1,1.28951364795922,1,0
"BLTR","Immature",0.693147180559945,3,10,20,0.1,5482,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,20,20,20,20,3,7,3,10,0.693147180559945,0,0,0,0.693147180559945,107,32.7603734117042,2.75300872491919,0.999973525308894,1.28951364795922,0.999995063149613,1.45472522916634e-12
"BLTR","Mature",0.693147180559945,3,10,20,0.1,5485,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,20,20,20,20,3,7,3,10,0.693147180559945,0,0,0,0.693147180559945,107,19.7477975150092,2.75300872491919,0.997202939538655,1.28951364795922,0.999169875349437,5.69831337671189e-09
"BKTR","AllAges",1.09861228866811,3,10,20,0.1,5490,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,20,20,20,20,3,7,3,10,1.09861228866811,0,0,0,1.09861228866811,107,356.370427327972,2.75300872491919,1,1.28951364795922,1,0
"BLTR","Immature",1.09861228866811,3,10,20,0.1,5493,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,20,20,20,20,3,7,3,10,1.09861228866811,0,0,0,1.09861228866811,107,82.297534825789,2.75300872491919,0.999999999999914,1.28951364795922,0.999999999999996,0
"BLTR","Mature",1.09861228866811,3,10,20,0.1,5496,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,20,20,20,20,3,7,3,10,1.09861228866811,0,0,0,1.09861228866811,107,49.6085631656285,2.75300872491919,0.999999956817772,1.28951364795922,0.999999995107069,1.11022302462516e-15
"BKTR","AllAges",0.693147180559945,4,10,20,0.1,5501,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,20,20,20,20,3,7,4,10,0.693147180559945,0,0,0,0.693147180559945,116,175.6376946154,2.74928149716219,1,1.28889230248699,1,0
