"Species","AgeClass","BACI.eff","n.years.b","n.years.a","n.sites.per.year","alpha","scenario","sd.Year","sd.Stream","sd.StreamYear","sd.Resid","sd.WS.BACI","nsw_T","nsw_C","sdSite","sdYear","sdSiteYear","sdResid","sdWS.BACI","n_TA","n_TB","n_CA","n_CB","ns_T","ns_C","ny_B","ny_A","mu_TA","mu_TB","mu_CA","mu_CB","baci","dfdenom","ncp","Fcrit","ts.power","Tcrit","os.power.a","os.power.b"
"BLTR","Mature",1.09861228866811,4,1,5,0.05,62,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,5,5,5,5,3,7,4,1,1.09861228866811,0,0,0,1.09861228866811,35,7.23237551376171,4.1213382003449,0.743746846376288,1.68957245778027,0.839372525529271,9.1883162889328e-06
"BKTR","AllAges",0.693147180559945,5,1,5,0.05,67,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,5,5,5,5,3,7,5,1,0.693147180559945,0,0,0,0.693147180559945,44,13.0142485592705,4.06170646011934,0.941531490566132,1.68022997657212,0.971700054302781,1.00416639670087e-07
"BLTR","Immature",0.693147180559945,5,1,5,0.05,70,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,5,5,5,5,3,7,5,1,0.693147180559945,0,0,0,0.693147180559945,44,3.11693149413981,4.06170646011934,0.407986087110371,1.68022997657212,0.537204358333749,0.00035759067984531
"BLTR","Mature",0.693147180559945,5,1,5,0.05,73,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,5,5,5,5,3,7,5,1,0.693147180559945,0,0,0,0.693147180559945,44,2.9989674430768,4.06170646011934,0.395246394465029,1.68022997657212,0.523997189275264,0.000403379943048288
"BKTR","AllAges",1.09861228866811,5,1,5,0.05,78,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,5,5,5,5,3,7,5,1,1.09861228866811,0,0,0,1.09861228866811,44,32.6931735660679,4.06170646011934,0.999857982045455,1.68022997657212,0.99996591556486,1.93178806284777e-13
"BLTR","Immature",1.09861228866811,5,1,5,0.05,81,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,5,5,5,5,3,7,5,1,1.09861228866811,0,0,0,1.09861228866811,44,7.83006270914255,4.06170646011934,0.781339272821063,1.68022997657212,0.866484951258759,5.38463847254977e-06
"BLTR","Mature",1.09861228866811,5,1,5,0.05,84,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,5,5,5,5,3,7,5,1,1.09861228866811,0,0,0,1.09861228866811,44,7.53372449350178,4.06170646011934,0.765609098462613,1.68022997657212,0.854814939124428,6.85523319332582e-06
"BKTR","AllAges",0.693147180559945,2,2,5,0.05,89,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,5,5,5,5,3,7,2,2,0.693147180559945,0,0,0,0.693147180559945,26,15.6170982711246,4.22520127312749,0.967270751809012,1.70561791975927,0.986141645059924,1.9054548716646e-08
"BLTR","Immature",0.693147180559945,2,2,5,0.05,92,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,5,5,5,5,3,7,2,2,0.693147180559945,0,0,0,0.693147180559945,26,3.74031779296777,4.22520127312749,0.461217564195896,1.70561791975927,0.5942339526083,0.000207640987893609
"BLTR","Mature",0.693147180559945,2,2,5,0.05,95,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,5,5,5,5,3,7,2,2,0.693147180559945,0,0,0,0.693147180559945,26,3.59876093169216,4.22520127312749,0.447139336979121,1.70561791975927,0.580232085185522,0.00023779781696498
"BKTR","AllAges",1.09861228866811,2,2,5,0.05,100,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,5,5,5,5,3,7,2,2,1.09861228866811,0,0,0,1.09861228866811,26,39.2318082792815,4.22520127312749,0.999975442182766,1.70561791975927,0.999995650829495,1.4210854715202e-14
"BLTR","Immature",1.09861228866811,2,2,5,0.05,103,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,5,5,5,5,3,7,2,2,1.09861228866811,0,0,0,1.09861228866811,26,9.39607525097106,4.22520127312749,0.839005164677152,1.70561791975927,0.909743348298095,1.79374465580917e-06
"BLTR","Mature",1.09861228866811,2,2,5,0.05,106,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,5,5,5,5,3,7,2,2,1.09861228866811,0,0,0,1.09861228866811,26,9.04046939220214,4.22520127312749,0.82487082107883,1.70561791975927,0.900115853088372,2.36074742454573e-06
"BKTR","AllAges",0.693147180559945,3,2,5,0.05,111,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,0,1,2,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,0,5,5,5,5,3,7,3,2,0.693147180559945,0,0,0,0.693147180559945,35,18.7405179253496,4.1213382003449,0.987696719341418,1.68957245778027,0.995318285844988,1.88709625703609e-09
"BLTR","Immature",0.693147180559945,3,2,5,0.05,114,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,0,1,2,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,0,5,5,5,5,3,7,3,2,0.693147180559945,0,0,0,0.693147180559945,35,4.48838135156133,4.1213382003449,0.53997482225109,1.68957245778027,0.667308227058554,9.8223165475364e-05
"BLTR","Mature",0.693147180559945,3,2,5,0.05,117,5.05652647034668e-09,0.143380651120723,0.252491741697289,1.04069369806768,0,1,2,0.143380651120723,5.05652647034668e-09,0.252491741697289,1.04069369806768,0,5,5,5,5,3,7,3,2,0.693147180559945,0,0,0,0.693147180559945,35,4.31851311803059,4.1213382003449,0.524336939935267,1.68957245778027,0.652772324267749,0.000114884130312021
