"Watershed","Species","AgeClass","sd.Year","sd.Stream","sd.StreamYear","sd.Resid","BACI.eff","n.years.b","n.years.a","n.streams.t","n.streams.c","n.sites.per.year","alpha","sdSite","sdYear","sdSiteYear","sdResid","n_TA","n_TB","n_CA","n_CB","ns_T","ns_C","ny_B","ny_A","mu_TA","mu_TB","mu_CA","mu_CB","baci","dfdenom","ncp","Fcrit","power","Tcrit","os.power1","os.power2"
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,0.693147180559945,5,1,1,2,5,0.05,0.559443654460811,0.694370673044843,0,1.42552938370535,5,5,5,5,1,2,5,1,0.693147180559945,0,0,0,0.693147180559945,9,0.65674393996311,5.11735502919922,0.112404360896282,1.83311293265624,0.185559107770648,0.00823855243399541
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,0.693147180559945,5,1,1,2,5,0.05,0.709370350062404,0.297926717858706,0,1.02279503078157,5,5,5,5,1,2,5,1,0.693147180559945,0,0,0,0.693147180559945,9,1.27576652547374,5.11735502919922,0.173122122412992,1.83311293265624,0.274366812408267,0.00351338443605875
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,1.09861228866811,5,1,1,2,5,0.05,0,0,0.0373436355465937,0.295628162459183,5,5,5,5,1,2,5,1,1.09861228866811,0,0,0,1.09861228866811,9,35.5269741701495,5.11735502919922,0.999495769219894,1.83311293265624,0.999930542966589,3.0409008644483e-13
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,1.09861228866811,5,1,1,3,5,0.05,0.982347495162949,0,0,1.09858707469746,5,5,5,5,1,3,5,1,1.09861228866811,0,0,0,1.09861228866811,14,3.12514344709545,4.60010993666942,0.377255339765548,1.76131013577489,0.514662251367077,0.000430826890276403
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,1.09861228866811,5,1,1,2,5,0.05,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,5,5,5,5,1,2,5,1,1.09861228866811,0,0,0,1.09861228866811,9,35.0956506762584,5.11735502919922,0.999436729093113,1.83311293265624,0.999920733434444,3.57380791626838e-13
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,1.09861228866811,5,1,1,2,5,0.05,0.980973164479164,0,0,1.41753074557219,5,5,5,5,1,2,5,1,1.09861228866811,0,0,0,1.09861228866811,9,1.66848163123584,5.11735502919922,0.211908221550473,1.83311293265624,0.326347536265945,0.0022073069749009
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,1.09861228866811,5,1,1,3,5,0.05,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,5,5,5,5,1,3,5,1,1.09861228866811,0,0,0,1.09861228866811,14,2.02603312405035,4.60010993666942,0.263790949450182,1.76131013577489,0.38574891936932,0.00133665135773264
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,1.09861228866811,5,1,1,2,5,0.05,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,5,5,5,5,1,2,5,1,1.09861228866811,0,0,0,1.09861228866811,9,6.40268314443393,5.11735502919922,0.61641153678062,1.83311293265624,0.75457776346697,3.08465460095997e-05
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,1.09861228866811,5,1,1,2,5,0.05,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,5,5,5,5,1,2,5,1,1.09861228866811,0,0,0,1.09861228866811,9,3.08403822099575,5.11735502919922,0.348608987120107,1.83311293265624,0.491154592766784,0.000517453852072025
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,1.09861228866811,5,1,1,3,5,0.05,0.286761302241446,0,0.504983463699131,1.10180081728529,5,5,5,5,1,3,5,1,1.09861228866811,0,0,0,1.09861228866811,14,1.51534977951626,4.60010993666942,0.209267495379603,1.76131013577489,0.318009670237154,0.0024070843487658
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,1.09861228866811,5,1,1,2,5,0.05,0.143380651120723,0,0.252491741697289,0.977642811915819,5,5,5,5,1,2,5,1,1.09861228866811,0,0,0,1.09861228866811,9,2.63045535839327,5.11735502919922,0.305706459948698,1.83311293265624,0.442050528923321,0.000801643355988091
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,1.09861228866811,5,1,1,2,5,0.05,0.559443654460811,0.694370673044843,0,1.42552938370535,5,5,5,5,1,2,5,1,1.09861228866811,0,0,0,1.09861228866811,9,1.64981047656283,5.11735502919922,0.210065671884566,1.83311293265624,0.323941442524398,0.00225466429691734
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,1.09861228866811,5,1,1,2,5,0.05,0.709370350062404,0.297926717858706,0,1.02279503078157,5,5,5,5,1,2,5,1,1.09861228866811,0,0,0,1.09861228866811,9,3.20486090742302,5.11735502919922,0.359840586085318,1.83311293265624,0.503659933169,0.000461951744929245
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,0.693147180559945,2,2,1,2,5,0.05,0,0,0.0373436355465937,0.295628162459183,5,5,5,5,1,2,2,2,0.693147180559945,0,0,0,0.693147180559945,5,16.9707674836066,6.60789097370336,0.903652708388284,2.01504837333302,0.967906132704623,4.32807116812484e-08
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,0.693147180559945,2,2,1,3,5,0.05,0.982347495162949,0,0,1.09858707469746,5,5,5,5,1,3,2,2,0.693147180559945,0,0,0,0.693147180559945,8,1.49283985006907,5.31765507157871,0.190460756625674,1.8595480375309,0.299529363724864,0.00278517100614528
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,0.693147180559945,2,2,1,2,5,0.05,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,5,5,5,5,1,2,2,2,0.693147180559945,0,0,0,0.693147180559945,5,16.7647299333782,6.60789097370336,0.900370164583921,2.01504837333302,0.966390035859574,4.9172091176608e-08
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,0.693147180559945,2,2,1,2,5,0.05,0.980973164479164,0,0,1.41753074557219,5,5,5,5,1,2,2,2,0.693147180559945,0,0,0,0.693147180559945,5,0.797011692545524,6.60789097370336,0.113499540777549,2.01504837333302,0.192456461967994,0.00752253234572542
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,0.693147180559945,2,2,1,3,5,0.05,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,5,5,5,5,1,3,2,2,0.693147180559945,0,0,0,0.693147180559945,8,0.967809329825591,5.31765507157871,0.140185490607291,1.8595480375309,0.228695862357532,0.00535815331314515
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,0.693147180559945,2,2,1,2,5,0.05,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,5,5,5,5,1,2,2,2,0.693147180559945,0,0,0,0.693147180559945,5,3.0584773810175,6.60789097370336,0.296063009409973,2.01504837333302,0.44643802605802,0.000699368630917463
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,0.693147180559945,2,2,1,2,5,0.05,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,5,5,5,5,1,2,2,2,0.693147180559945,0,0,0,0.693147180559945,5,1.47320442513369,6.60789097370336,0.168521337536723,2.01504837333302,0.276774547007482,0.00329822689515102
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,0.693147180559945,2,2,1,3,5,0.05,0.286761302241446,0,0.504983463699131,1.10180081728529,5,5,5,5,1,3,2,2,0.693147180559945,0,0,0,0.693147180559945,8,0.723862624532563,5.31765507157871,0.117014667576484,1.8595480375309,0.193596493136259,0.00757189994914687
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,0.693147180559945,2,2,1,2,5,0.05,0.143380651120723,0,0.252491741697289,0.977642811915819,5,5,5,5,1,2,2,2,0.693147180559945,0,0,0,0.693147180559945,5,1.25653386774513,6.60789097370336,0.150849835114195,2.01504837333302,0.250719150700178,0.00421985778562017
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,0.693147180559945,2,2,1,2,5,0.05,0.559443654460811,0.694370673044843,0,1.42552938370535,5,5,5,5,1,2,2,2,0.693147180559945,0,0,0,0.693147180559945,5,0.788092727955732,6.60789097370336,0.112777897736597,2.01504837333302,0.191275887037487,0.00761525159867171
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,0.693147180559945,2,2,1,2,5,0.05,0.709370350062404,0.297926717858706,0,1.02279503078157,5,5,5,5,1,2,2,2,0.693147180559945,0,0,0,0.693147180559945,5,1.53091983056849,6.60789097370336,0.173229090141564,2.01504837333302,0.28358433111927,0.0030950771615601
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,1.09861228866811,2,2,1,2,5,0.05,0,0,0.0373436355465937,0.295628162459183,5,5,5,5,1,2,2,2,1.09861228866811,0,0,0,1.09861228866811,5,42.6323690041794,6.60789097370336,0.998997316583156,2.01504837333302,0.999930364586857,7.36077865326479e-14
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,1.09861228866811,2,2,1,3,5,0.05,0.982347495162949,0,0,1.09858707469746,5,5,5,5,1,3,2,2,1.09861228866811,0,0,0,1.09861228866811,8,3.75017213651454,5.31765507157871,0.399559635355377,1.8595480375309,0.549782146791004,0.000296156039248041
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,1.09861228866811,2,2,1,2,5,0.05,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,5,5,5,5,1,2,2,2,1.09861228866811,0,0,0,1.09861228866811,5,42.1147808115101,6.60789097370336,0.998895077774775,2.01504837333302,0.999920807196842,7.02771174587724e-14
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,1.09861228866811,2,2,1,2,5,0.05,0.980973164479164,0,0,1.41753074557219,5,5,5,5,1,2,2,2,1.09861228866811,0,0,0,1.09861228866811,5,2.002177957483,6.60789097370336,0.211590826368013,2.01504837333302,0.337294979880346,0.00188953281763382
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,1.09861228866811,2,2,1,3,5,0.05,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,5,5,5,5,1,3,2,2,1.09861228866811,0,0,0,1.09861228866811,8,2.43123974886042,5.31765507157871,0.279840954298886,1.8595480375309,0.413663815026739,0.00101859278701633
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,1.09861228866811,2,2,1,2,5,0.05,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,5,5,5,5,1,2,2,2,1.09861228866811,0,0,0,1.09861228866811,5,7.68321977332072,6.60789097370336,0.605983716801539,2.01504837333302,0.767410690997254,1.90431331520413e-05
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,1.09861228866811,2,2,1,2,5,0.05,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,5,5,5,5,1,2,2,2,1.09861228866811,0,0,0,1.09861228866811,5,3.7008458651949,6.60789097370336,0.345656969581401,2.01504837333302,0.505650887196766,0.0004011224075533
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,1.09861228866811,2,2,1,3,5,0.05,0.286761302241446,0,0.504983463699131,1.10180081728529,5,5,5,5,1,3,2,2,1.09861228866811,0,0,0,1.09861228866811,8,1.81841973541952,5.31765507157871,0.221661661805838,1.8595480375309,0.340829750194651,0.00193004878150904
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,1.09861228866811,2,2,1,2,5,0.05,0.143380651120723,0,0.252491741697289,0.977642811915819,5,5,5,5,1,2,2,2,1.09861228866811,0,0,0,1.09861228866811,5,3.15654643007193,6.60789097370336,0.303737747271621,2.01504837333302,0.455820142758718,0.000641236379288812
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,1.09861228866811,2,2,1,2,5,0.05,0.559443654460811,0.694370673044843,0,1.42552938370535,5,5,5,5,1,2,2,2,1.09861228866811,0,0,0,1.09861228866811,5,1.9797725718754,6.60789097370336,0.209772326785874,2.01504837333302,0.334814736788446,0.00193266978220097
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,1.09861228866811,2,2,1,2,5,0.05,0.709370350062404,0.297926717858706,0,1.02279503078157,5,5,5,5,1,2,2,2,1.09861228866811,0,0,0,1.09861228866811,5,3.84583308890762,6.60789097370336,0.356612718815632,2.01504837333302,0.51829361831027,0.000355128536603466
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,0.693147180559945,3,2,1,2,5,0.05,0,0,0.0373436355465937,0.295628162459183,5,5,5,5,1,2,3,2,0.693147180559945,0,0,0,0.693147180559945,7,20.3649209803279,5.59144785122073,0.969823534638301,1.89457860509001,0.991445825495709,3.08439807028549e-09
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,0.693147180559945,3,2,1,3,5,0.05,0.982347495162949,0,0,1.09858707469746,5,5,5,5,1,3,3,2,0.693147180559945,0,0,0,0.693147180559945,11,1.79140782008288,4.84433567494361,0.231440004430679,1.79588481870404,0.348731846986785,0.00182913518597561
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,0.693147180559945,3,2,1,2,5,0.05,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,5,5,5,5,1,2,3,2,0.693147180559945,0,0,0,0.693147180559945,7,20.1176759200538,5.59144785122073,0.968233531780255,1.89457860509001,0.990868460862523,3.59628304913429e-09
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,0.693147180559945,3,2,1,2,5,0.05,0.980973164479164,0,0,1.41753074557219,5,5,5,5,1,2,3,2,0.693147180559945,0,0,0,0.693147180559945,7,0.956414031054628,5.59144785122073,0.135897614854834,1.89457860509001,0.22368438732553,0.00559674340957605
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,0.693147180559945,3,2,1,3,5,0.05,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,5,5,5,5,1,3,3,2,0.693147180559945,0,0,0,0.693147180559945,11,1.16137119579071,4.84433567494361,0.166573455856704,1.79588481870404,0.263347619243972,0.00390635889456892
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,0.693147180559945,3,2,1,2,5,0.05,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,5,5,5,5,1,2,3,2,0.693147180559945,0,0,0,0.693147180559945,7,3.670172857221,5.59144785122073,0.380418313684038,1.89457860509001,0.53290699235938,0.000339553287720507
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,0.693147180559945,3,2,1,2,5,0.05,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,5,5,5,5,1,2,3,2,0.693147180559945,0,0,0,0.693147180559945,7,1.76784531016042,5.59144785122073,0.210717709192796,1.89457860509001,0.328801066478022,0.00212589935425433
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,0.693147180559945,3,2,1,3,5,0.05,0.286761302241446,0,0.504983463699131,1.10180081728529,5,5,5,5,1,3,3,2,0.693147180559945,0,0,0,0.693147180559945,11,0.868635149439076,4.84433567494361,0.136554342929615,1.79588481870404,0.220763124753636,0.00582388577671
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,0.693147180559945,3,2,1,2,5,0.05,0.143380651120723,0,0.252491741697289,0.977642811915819,5,5,5,5,1,2,3,2,0.693147180559945,0,0,0,0.693147180559945,7,1.50784064129415,5.59144785122073,0.186723869785048,1.89457860509001,0.296441229355741,0.00284092419367132
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,0.693147180559945,3,2,1,2,5,0.05,0.559443654460811,0.694370673044843,0,1.42552938370535,5,5,5,5,1,2,3,2,0.693147180559945,0,0,0,0.693147180559945,7,0.945711273546878,5.59144785122073,0.134915594682428,1.89457860509001,0.22220837787279,0.00567753376093505
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,0.693147180559945,3,2,1,2,5,0.05,0.709370350062404,0.297926717858706,0,1.02279503078157,5,5,5,5,1,2,3,2,0.693147180559945,0,0,0,0.693147180559945,7,1.83710379668219,5.59144785122073,0.217098459542937,1.89457860509001,0.337229080741668,0.00197252954141136
"Ath/NSask","BKTR","AllAges",0,0,0.0373436355465937,0.295628162459183,1.09861228866811,3,2,1,2,5,0.05,0,0,0.0373436355465937,0.295628162459183,5,5,5,5,1,2,3,2,1.09861228866811,0,0,0,1.09861228866811,7,51.1588428050153,5.59144785122073,0.999972944659273,1.89457860509001,0.999998586761605,5.00710584105946e-14
"Clearwater","BKTR","AllAges",0,0.982347495162949,0,1.09858707469746,1.09861228866811,3,2,1,3,5,0.05,0.982347495162949,0,0,1.09858707469746,5,5,5,5,1,3,3,2,1.09861228866811,0,0,0,1.09861228866811,11,4.50020656381744,4.84433567494361,0.490224928313945,1.79588481870404,0.634422756539213,0.000132931081524457
"Ram","BKTR","AllAges",0.427036766381758,0.491173747581474,0.0186718177732969,0.306243936253185,1.09861228866811,3,2,1,2,5,0.05,0.491173747581474,0.427036766381758,0.0186718177732969,0.306243936253185,5,5,5,5,1,2,3,2,1.09861228866811,0,0,0,1.09861228866811,7,50.5377369738118,5.59144785122073,0.999968583322028,1.89457860509001,0.999998302971412,4.74065231514942e-14
"Ath/NSask","BLTR","Immature",0,0.980973164479164,0,1.41753074557219,1.09861228866811,3,2,1,2,5,0.05,0.980973164479164,0,0,1.41753074557219,5,5,5,5,1,2,3,2,1.09861228866811,0,0,0,1.09861228866811,7,2.4026135489796,5.59144785122073,0.26884202513564,1.89457860509001,0.403146486398559,0.00110193829592387
"Clearwater","BLTR","Immature",0.43122819347973,0.505416564723893,0.139227976784729,1.32842148288466,1.09861228866811,3,2,1,3,5,0.05,0.505416564723893,0.43122819347973,0.139227976784729,1.32842148288466,5,5,5,5,1,3,3,2,1.09861228866811,0,0,0,1.09861228866811,11,2.9174876986325,4.84433567494361,0.344775165742415,1.79588481870404,0.482938492212806,0.000566002390772757
"Ram","BLTR","Immature",7.59984634062858e-09,0.743194864601529,0.0696139883923644,0.706681902404236,1.09861228866811,3,2,1,2,5,0.05,0.743194864601529,7.59984634062858e-09,0.0696139883923644,0.706681902404236,5,5,5,5,1,2,3,2,1.09861228866811,0,0,0,1.09861228866811,7,9.21986372798487,5.59144785122073,0.740665266229544,1.89457860509001,0.860210266844177,4.6113180840468e-06
"Ath/NSask","BLTR","Mature",1.516957941104e-08,0,1.96954481085549e-08,1.04263746500193,1.09861228866811,3,2,1,2,5,0.05,0,1.516957941104e-08,1.96954481085549e-08,1.04263746500193,5,5,5,5,1,2,3,2,1.09861228866811,0,0,0,1.09861228866811,7,4.44101503823388,5.59144785122073,0.443860901971851,1.89457860509001,0.600226775605453,0.000175404914989241
"Clearwater","BLTR","Mature",0,0.286761302241446,0.504983463699131,1.10180081728529,1.09861228866811,3,2,1,3,5,0.05,0.286761302241446,0,0.504983463699131,1.10180081728529,5,5,5,5,1,3,3,2,1.09861228866811,0,0,0,1.09861228866811,11,2.18210368250342,4.84433567494361,0.271357811376951,1.79588481870404,0.397885776116402,0.00119359743411673
"Ram","BLTR","Mature",0,0.143380651120723,0.252491741697289,0.977642811915819,1.09861228866811,3,2,1,2,5,0.05,0.143380651120723,0,0.252491741697289,0.977642811915819,5,5,5,5,1,2,3,2,1.09861228866811,0,0,0,1.09861228866811,7,3.78785571608632,5.59144785122073,0.39034837002448,1.89457860509001,0.543735090049346,0.00030631304355011
"Ath/NSask","RNTR","Immature",0.694370673044843,0.559443654460811,0,1.42552938370535,1.09861228866811,3,2,1,2,5,0.05,0.559443654460811,0.694370673044843,0,1.42552938370535,5,5,5,5,1,2,3,2,1.09861228866811,0,0,0,1.09861228866811,7,2.37572708625048,5.59144785122073,0.266401090625693,1.89457860509001,0.400127379489,0.00113172144434248
"Ath/NSask","RNTR","Mature",0.297926717858706,0.709370350062404,0,1.02279503078157,1.09861228866811,3,2,1,2,5,0.05,0.709370350062404,0.297926717858706,0,1.02279503078157,5,5,5,5,1,2,3,2,1.09861228866811,0,0,0,1.09861228866811,7,4.61499970668915,5.59144785122073,0.457631648328017,1.89457860509001,0.614269563375421,0.00015174795049766
