"Species","AgeClass","BACI.eff","n.years.b","n.years.a","n.sites.per.year","alpha","sd.Year","sd.Stream","sd.StreamYear","sd.Resid","n.streams.t","n.streams.c","sdSite","sdYear","sdSiteYear","sdResid","n_TA","n_TB","n_CA","n_CB","ns_T","ns_C","ny_B","ny_A","mu_TA","mu_TB","mu_CA","mu_CB","baci","dfdenom","ncp","Fcrit","power","Tcrit","os.power1","os.power2"
"BLTR","Immature",0.693147180559945,3,1,10,0.15,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,10,10,10,10,3,7,3,1,0.693147180559945,0,0,0,0.693147180559945,26,5.5114623343522,2.2003644103409,0.805385110890169,1.05752317930608,0.900877892620089,0.000389422445272514
"BLTR","Immature",0.693147180559945,3,1,15,0.05,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,15,15,15,15,3,7,3,1,0.693147180559945,0,0,0,0.693147180559945,26,8.12382330852002,4.22520127312749,0.783377057189785,1.70561791975927,0.870756434635112,4.84304178693939e-06
"BLTR","Immature",0.693147180559945,3,1,15,0.1,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,15,15,15,15,3,7,3,1,0.693147180559945,0,0,0,0.693147180559945,26,8.12382330852002,2.90913248820395,0.870761277984986,1.31497186427052,0.936094674357844,2.175415272343e-05
"BLTR","Immature",0.693147180559945,3,1,15,0.15,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,15,15,15,15,3,7,3,1,0.693147180559945,0,0,0,0.693147180559945,26,8.12382330852002,2.2003644103409,0.911959276314972,1.05752317930608,0.962769913698266,5.7211896466014e-05
"BLTR","Immature",0.693147180559945,3,1,20,0.05,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,20,20,20,20,3,7,3,1,0.693147180559945,0,0,0,0.693147180559945,26,10.6471213588039,4.22520127312749,0.881072629125546,1.70561791975927,0.937171112744007,6.93365973081228e-07
"BLTR","Immature",0.693147180559945,3,1,20,0.1,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,20,20,20,20,3,7,3,1,0.693147180559945,0,0,0,0.693147180559945,26,10.6471213588039,2.90913248820395,0.937171806285053,1.31497186427052,0.97311793049807,3.48487558043953e-06
"BLTR","Immature",0.693147180559945,3,1,20,0.15,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,20,20,20,20,3,7,3,1,0.693147180559945,0,0,0,0.693147180559945,26,10.6471213588039,2.2003644103409,0.960541430377933,1.05752317930608,0.985813642845897,9.93059199683177e-06
"BLTR","Immature",0.693147180559945,3,2,5,0.05,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,5,5,5,5,3,7,3,2,0.693147180559945,0,0,0,0.693147180559945,35,4.48838135156134,4.1213382003449,0.53997482225109,1.68957245778027,0.667308227058555,9.8223165475364e-05
"BLTR","Immature",0.693147180559945,3,2,5,0.1,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,5,5,5,5,3,7,3,2,0.693147180559945,0,0,0,0.693147180559945,35,4.48838135156134,2.85465509008965,0.667406450755038,1.30621180201603,0.791582557650784,0.000368176823712818
"BLTR","Immature",0.693147180559945,3,2,5,0.15,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,5,5,5,5,3,7,3,2,0.693147180559945,0,0,0,0.693147180559945,35,4.48838135156134,2.16630778445717,0.741525774179413,1.05201942674807,0.856722784586708,0.000847853800170939
"BLTR","Immature",0.693147180559945,3,2,10,0.05,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,10,10,10,10,3,7,3,2,0.693147180559945,0,0,0,0.693147180559945,35,8.81833973496352,4.1213382003449,0.823097709685065,1.68957245778027,0.897340173600181,2.57128258174255e-06
"BLTR","Immature",0.693147180559945,3,2,10,0.1,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,10,10,10,10,3,7,3,2,0.693147180559945,0,0,0,0.693147180559945,35,8.81833973496352,2.85465509008965,0.897342745129771,1.30621180201603,0.950798756122964,1.23776635596595e-05
"BLTR","Immature",0.693147180559945,3,2,10,0.15,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,10,10,10,10,3,7,3,2,0.693147180559945,0,0,0,0.693147180559945,35,8.81833973496352,2.16630778445717,0.931291505773986,1.05201942674807,0.97193344187776,3.39475952106927e-05
"BLTR","Immature",0.693147180559945,3,2,15,0.05,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,15,15,15,15,3,7,3,2,0.693147180559945,0,0,0,0.693147180559945,35,12.998117293632,4.1213382003449,0.9387966400091,1.68957245778027,0.970585230025102,1.09137439974205e-07
"BLTR","Immature",0.693147180559945,3,2,15,0.1,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,15,15,15,15,3,7,3,2,0.693147180559945,0,0,0,0.693147180559945,35,12.998117293632,2.85465509008965,0.970585339435609,1.30621180201603,0.988714910738418,6.31135308681863e-07
"BLTR","Immature",0.693147180559945,3,2,15,0.15,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,15,15,15,15,3,7,3,2,0.693147180559945,0,0,0,0.693147180559945,35,12.998117293632,2.16630778445717,0.982630092748398,1.05201942674807,0.994468166387536,1.96979007094367e-06
"BLTR","Immature",0.693147180559945,3,2,20,0.05,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,20,20,20,20,3,7,3,2,0.693147180559945,0,0,0,0.693147180559945,35,17.0353941740863,4.1213382003449,0.979903271949891,1.68957245778027,0.99182417730736,6.14078454752587e-09
"BLTR","Immature",0.693147180559945,3,2,20,0.1,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,20,20,20,20,3,7,3,2,0.693147180559945,0,0,0,0.693147180559945,35,17.0353941740863,2.85465509008965,0.99182418356887,1.30621180201603,0.997415758828781,4.1177474541243e-08
"BLTR","Immature",0.693147180559945,3,2,20,0.15,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,20,20,20,20,3,7,3,2,0.693147180559945,0,0,0,0.693147180559945,35,17.0353941740863,2.16630778445717,0.995672435408584,1.05201942674807,0.998888219688246,1.42734333796746e-07
"BLTR","Immature",0.693147180559945,3,3,5,0.05,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,5,5,5,5,3,7,3,3,0.693147180559945,0,0,0,0.693147180559945,44,5.61047668945166,4.06170646011934,0.639369311403041,1.68022997657212,0.753994371791348,3.47653672889692e-05
"BLTR","Immature",0.693147180559945,3,3,5,0.1,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,5,5,5,5,3,7,3,3,0.693147180559945,0,0,0,0.693147180559945,44,5.61047668945166,2.82317277417153,0.754029137240338,1.3010900596888,0.856513314019214,0.00014259276802786
"BLTR","Immature",0.693147180559945,3,3,5,0.15,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,5,5,5,5,3,7,3,3,0.693147180559945,0,0,0,0.693147180559945,44,5.61047668945166,2.14655297702596,0.816280057966832,1.04879362148943,0.906183236394666,0.000348507664215791
"BLTR","Immature",0.693147180559945,3,3,10,0.05,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,10,10,10,10,3,7,3,3,0.693147180559945,0,0,0,0.693147180559945,44,11.0229246687044,4.06170646011934,0.90092200928083,1.68022997657212,0.947760387457704,4.4319903602652e-07
"BLTR","Immature",0.693147180559945,3,3,10,0.1,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,10,10,10,10,3,7,3,3,0.693147180559945,0,0,0,0.693147180559945,44,11.0229246687044,2.82317277417153,0.947760830701434,1.3010900596888,0.977631285225537,2.42446529907792e-06
"BLTR","Immature",0.693147180559945,3,3,10,0.15,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,10,10,10,10,3,7,3,3,0.693147180559945,0,0,0,0.693147180559945,44,11.0229246687044,2.14655297702596,0.967184442693024,1.04879362148943,0.988185424832639,7.23826232207347e-06
"BLTR","Immature",0.693147180559945,3,3,15,0.05,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,15,15,15,15,3,7,3,3,0.693147180559945,0,0,0,0.693147180559945,44,16.24764661704,4.06170646011934,0.976228840001162,1.68022997657212,0.989908594742552,9.78723668776382e-09
"BLTR","Immature",0.693147180559945,3,3,15,0.1,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,15,15,15,15,3,7,3,3,0.693147180559945,0,0,0,0.693147180559945,44,16.24764661704,2.82317277417153,0.989908604573819,1.3010900596888,0.996646149930604,6.61621144537605e-08
"BLTR","Immature",0.693147180559945,3,3,15,0.15,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,15,15,15,15,3,7,3,3,0.693147180559945,0,0,0,0.693147180559945,44,16.24764661704,2.14655297702596,0.994504918213882,1.04879362148943,0.998508078916632,2.29083976899247e-07
"BLTR","Immature",0.693147180559945,3,3,20,0.05,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,20,20,20,20,3,7,3,3,0.693147180559945,0,0,0,0.693147180559945,44,21.2942427176077,4.06170646011934,0.994641453750824,1.68022997657212,0.998117915561999,2.98917002261589e-10
"BLTR","Immature",0.693147180559945,3,3,20,0.1,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,20,20,20,20,3,7,3,3,0.693147180559945,0,0,0,0.693147180559945,44,21.2942427176077,2.82317277417153,0.99811791602144,1.3010900596888,0.999497432345799,2.39774444743546e-09
"BLTR","Immature",0.693147180559945,3,3,20,0.15,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,20,20,20,20,3,7,3,3,0.693147180559945,0,0,0,0.693147180559945,44,21.2942427176077,2.14655297702596,0.999094439037567,1.04879362148943,0.999806976298416,9.3651237875747e-09
"BLTR","Immature",0.693147180559945,3,4,5,0.05,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,5,5,5,5,3,7,3,4,0.693147180559945,0,0,0,0.693147180559945,53,6.41197335937334,4.02301699773367,0.700601658135083,1.6741162367031,0.803667301486409,1.69653995971686e-05
"BLTR","Immature",0.693147180559945,3,4,5,0.1,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,5,5,5,5,3,7,3,4,0.693147180559945,0,0,0,0.693147180559945,53,6.41197335937334,2.80266517399295,0.803684267057615,1.29772984279107,0.890811385750859,7.40125880341891e-05
"BLTR","Immature",0.693147180559945,3,4,5,0.15,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,5,5,5,5,3,7,3,4,0.693147180559945,0,0,0,0.693147180559945,53,6.41197335937334,2.13365525060374,0.857213662403021,1.04667407210386,0.930937788494747,0.000188349316317837
"BLTR","Immature",0.693147180559945,3,4,10,0.05,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,10,10,10,10,3,7,3,4,0.693147180559945,0,0,0,0.693147180559945,53,12.5976281928051,4.02301699773367,0.936286967442659,1.6741162367031,0.968458973836367,1.3026368839153e-07
"BLTR","Immature",0.693147180559945,3,4,10,0.1,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,10,10,10,10,3,7,3,4,0.693147180559945,0,0,0,0.693147180559945,53,12.5976281928051,2.80266517399295,0.968459104174246,1.29772984279107,0.987452013393242,7.78356766151234e-07
"BLTR","Immature",0.693147180559945,3,4,10,0.15,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,10,10,10,10,3,7,3,4,0.693147180559945,0,0,0,0.693147180559945,53,12.5976281928051,2.13365525060374,0.98099111974258,1.04667407210386,0.993696449609198,2.46240371137851e-06
"BLTR","Immature",0.693147180559945,3,4,15,0.05,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,15,15,15,15,3,7,3,4,0.693147180559945,0,0,0,0.693147180559945,53,18.5687389909028,4.02301699773367,0.988392723672631,1.6741162367031,0.995451877749837,1.81151715850092e-09
"BLTR","Immature",0.693147180559945,3,4,15,0.1,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,15,15,15,15,3,7,3,4,0.693147180559945,0,0,0,0.693147180559945,53,18.5687389909028,2.80266517399295,0.995451879615384,1.29772984279107,0.9986218797905,1.36475063472474e-08
"BLTR","Immature",0.693147180559945,3,4,15,0.15,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,15,15,15,15,3,7,3,4,0.693147180559945,0,0,0,0.693147180559945,53,18.5687389909028,2.13365525060374,0.997649391096192,1.04667407210386,0.999424111302206,5.07422575068972e-08
"BLTR","Immature",0.693147180559945,3,4,20,0.05,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,20,20,20,20,3,7,3,4,0.693147180559945,0,0,0,0.693147180559945,53,24.3362773915518,4.02301699773367,0.9980248287577,1.6741162367031,0.999368280609803,3.58932883415264e-11
"BLTR","Immature",0.693147180559945,3,4,20,0.1,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,20,20,20,20,3,7,3,4,0.693147180559945,0,0,0,0.693147180559945,53,24.3362773915518,2.80266517399295,0.999368280783408,1.29772984279107,0.999848499849358,3.26001226014228e-10
"BLTR","Immature",0.693147180559945,3,4,20,0.15,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,20,20,20,20,3,7,3,4,0.693147180559945,0,0,0,0.693147180559945,53,24.3362773915518,2.13365525060374,0.999713968834607,1.04667407210386,0.999945879900761,1.38224298673606e-09
"BLTR","Immature",0.693147180559945,3,5,5,0.05,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,5,5,5,5,3,7,3,5,0.693147180559945,0,0,0,0.693147180559945,62,7.01309586181458,3.99588712591073,0.741201103528634,1.66980416251201,0.835044618413596,1.00097450160819e-05
"BLTR","Immature",0.693147180559945,3,5,5,0.1,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,5,5,5,5,3,7,3,5,0.693147180559945,0,0,0,0.693147180559945,62,7.01309586181458,2.78824594114244,0.835054628426208,1.29535576176057,0.91133198172995,4.56866125787547e-05
"BLTR","Immature",0.693147180559945,3,5,5,0.15,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,5,5,5,5,3,7,3,5,0.693147180559945,0,0,0,0.693147180559945,62,7.01309586181458,2.1245726112323,0.882292891741784,1.04517502141986,0.945226417178541,0.000119733539112765
"BLTR","Immature",0.693147180559945,3,5,10,0.05,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,10,10,10,10,3,7,3,5,0.693147180559945,0,0,0,0.693147180559945,62,13.7786558358805,3.99588712591073,0.954858684004761,1.66980416251201,0.978625835150258,5.2691504492941e-08
"BLTR","Immature",0.693147180559945,3,5,10,0.1,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,10,10,10,10,3,7,3,5,0.693147180559945,0,0,0,0.693147180559945,62,13.7786558358805,2.78824594114244,0.978625887936676,1.29535576176057,0.991925947319658,3.36002656919909e-07
"BLTR","Immature",0.693147180559945,3,5,10,0.15,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,10,10,10,10,3,7,3,5,0.693147180559945,0,0,0,0.693147180559945,62,13.7786558358805,2.1245726112323,0.987489121162538,1.04517502141986,0.996084568134903,1.10897490490647e-06
"BLTR","Immature",0.693147180559945,3,5,15,0.05,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,15,15,15,15,3,7,3,5,0.693147180559945,0,0,0,0.693147180559945,62,20.3095582712998,3.99588712591073,0.993353790509926,1.66980416251201,0.99753731570709,5.18886156264386e-10
"BLTR","Immature",0.693147180559945,3,5,15,0.1,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,15,15,15,15,3,7,3,5,0.693147180559945,0,0,0,0.693147180559945,62,20.3095582712998,2.78824594114244,0.997537316280479,1.29535576176057,0.999300358105434,4.23495372103844e-09
"BLTR","Immature",0.693147180559945,3,5,15,0.15,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,15,15,15,15,3,7,3,5,0.693147180559945,0,0,0,0.693147180559945,62,20.3095582712998,2.1245726112323,0.998772702169411,1.04517502141986,0.999720127573833,1.6590507634362e-08
"BLTR","Immature",0.693147180559945,3,5,20,0.05,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,20,20,20,20,3,7,3,5,0.693147180559945,0,0,0,0.693147180559945,62,26.61780339701,3.99588712591073,0.999089413461206,1.66980416251201,0.999727010285781,7.45858930173426e-12
"BLTR","Immature",0.693147180559945,3,5,20,0.1,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,20,20,20,20,3,7,3,5,0.693147180559945,0,0,0,0.693147180559945,62,26.61780339701,2.78824594114244,0.999727010399413,1.29535576176057,0.999939223084213,7.41116057412228e-11
"BLTR","Immature",0.693147180559945,3,5,20,0.15,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,20,20,20,20,3,7,3,5,0.693147180559945,0,0,0,0.693147180559945,62,26.61780339701,2.1245726112323,0.999881481796778,1.04517502141986,0.999979354350364,3.33713501277089e-10
"BLTR","Immature",0.693147180559945,3,7,5,0.05,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,5,5,5,5,3,7,3,7,0.693147180559945,0,0,0,0.693147180559945,80,7.85466736523236,3.96035242061496,0.790704059226155,1.66412457858967,0.871589417254136,4.8423295778699e-06
"BLTR","Immature",0.693147180559945,3,7,5,0.1,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,5,5,5,5,3,7,3,7,0.693147180559945,0,0,0,0.693147180559945,80,7.85466736523236,2.76931061306625,0.871594260022685,1.29222358305912,0.934042322426056,2.35156014535276e-05
"BLTR","Immature",0.693147180559945,3,7,5,0.15,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,5,5,5,5,3,7,3,7,0.693147180559945,0,0,0,0.693147180559945,80,7.85466736523236,2.11262755776842,0.910671463819442,1.04319534083788,0.960516941786402,6.41503224924067e-05
"BLTR","Immature",0.693147180559945,3,7,10,0.05,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,10,10,10,10,3,7,3,7,0.693147180559945,0,0,0,0.693147180559945,80,15.4320945361862,3.96035242061496,0.972623294196436,1.66412457858967,0.987775224172296,1.50731060966081e-08
"BLTR","Immature",0.693147180559945,3,7,10,0.1,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,10,10,10,10,3,7,3,7,0.693147180559945,0,0,0,0.693147180559945,80,15.4320945361862,2.76931061306625,0.987775239360316,1.29222358305912,0.995686210961233,1.05149309814756e-07
"BLTR","Immature",0.693147180559945,3,7,10,0.15,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,10,10,10,10,3,7,3,7,0.693147180559945,0,0,0,0.693147180559945,80,15.4320945361862,2.11262755776842,0.993114114058309,1.04319534083788,0.998002991486619,3.67791358701908e-07
"BLTR","Immature",0.693147180559945,3,7,15,0.05,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,15,15,15,15,3,7,3,7,0.693147180559945,0,0,0,0.693147180559945,80,22.7467052638563,3.96035242061496,0.997033199386248,1.66412457858967,0.998977705177525,9.17912412745636e-11
"BLTR","Immature",0.693147180559945,3,7,15,0.1,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,15,15,15,15,3,7,3,7,0.693147180559945,0,0,0,0.693147180559945,80,22.7467052638563,2.76931061306625,0.998977705316023,1.29222358305912,0.99973294345948,8.36395619430164e-10
"BLTR","Immature",0.693147180559945,3,7,15,0.15,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,15,15,15,15,3,7,3,7,0.693147180559945,0,0,0,0.693147180559945,80,22.7467052638563,2.11262755776842,0.999514097594483,1.04319534083788,0.999899093783831,3.52071882758764e-09
"BLTR","Immature",0.693147180559945,3,7,20,0.05,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,20,20,20,20,3,7,3,7,0.693147180559945,0,0,0,0.693147180559945,80,29.8119398046505,3.96035242061496,0.999702115290372,1.66412457858967,0.999917831035318,8.65529869997772e-13
"BLTR","Immature",0.693147180559945,3,7,20,0.1,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,20,20,20,20,3,7,3,7,0.693147180559945,0,0,0,0.693147180559945,80,29.8119398046505,2.76931061306625,0.999917831098601,1.29222358305912,0.999983382108231,9.49929024329776e-12
"BLTR","Immature",0.693147180559945,3,7,20,0.15,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,20,20,20,20,3,7,3,7,0.693147180559945,0,0,0,0.693147180559945,80,29.8119398046505,2.11262755776842,0.999966209558921,1.04319534083788,0.999994711945743,4.63938887307336e-11
"BLTR","Immature",0.693147180559945,3,10,5,0.05,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,5,5,5,5,3,7,3,10,0.693147180559945,0,0,0,0.693147180559945,107,8.63150259915642,3.92984382634912,0.829327993914585,1.65921931188109,0.898744865241908,2.50440820870335e-06
"BLTR","Immature",0.693147180559945,3,10,5,0.1,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,5,5,5,5,3,7,3,10,0.693147180559945,0,0,0,0.693147180559945,107,8.63150259915642,2.75300872491919,0.898747370270978,1.28951364795922,0.950021314868943,1.28651894246712e-05
"BLTR","Immature",0.693147180559945,3,10,5,0.15,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,5,5,5,5,3,7,3,10,0.693147180559945,0,0,0,0.693147180559945,107,8.63150259915642,2.10232752091028,0.931117426543365,1.0414807430006,0.970894006548038,3.63861326148074e-05
"BLTR","Immature",0.693147180559945,3,10,10,0.05,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,10,10,10,10,3,7,3,10,0.693147180559945,0,0,0,0.693147180559945,107,16.9583456441607,3.92984382634912,0.983033077960994,1.65921931188109,0.992796846289957,4.81224715631612e-09
"BLTR","Immature",0.693147180559945,3,10,10,0.1,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,10,10,10,10,3,7,3,10,0.693147180559945,0,0,0,0.693147180559945,107,16.9583456441607,2.75300872491919,0.992796851222554,1.28951364795922,0.997603163917487,3.64355606796707e-08
"BLTR","Immature",0.693147180559945,3,10,10,0.15,0.143742733693192,0.743194864601529,0.0696139883923644,1.15087804362036,3,7,0.743194864601529,0.143742733693192,0.0696139883923644,1.15087804362036,10,10,10,10,3,7,3,10,0.693147180559945,0,0,0,0.693147180559945,107,16.9583456441607,2.10232752091028,0.996074753775649,1.0414807430006,0.998934037995946,1.34320293221357e-07
