"Species","AgeClass","BACI.eff","n.years.b","n.years.a","n.sites.per.year","alpha","sd.Year","sd.Stream","sd.StreamYear","sd.Resid","n.streams.t","n.streams.c","sdSite","sdYear","sdSiteYear","sdResid","n_TA","n_TB","n_CA","n_CB","ns_T","ns_C","ny_B","ny_A","mu_TA","mu_TB","mu_CA","mu_CB","baci","dfdenom","ncp","Fcrit","power","Tcrit","os.power1","os.power2"
"BKTR","AllAges",0.693147180559945,2,4,15,0.15,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,3,7,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,15,15,15,15,3,7,2,4,0.693147180559945,0,0,0,0.693147180559945,44,61.8013843427279,2.14655297702596,0.9999999998741,1.04879362148943,0.999999999993799,0
"BKTR","AllAges",0.693147180559945,2,4,20,0.05,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,3,7,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,20,20,20,20,3,7,2,4,0.693147180559945,0,0,0,0.693147180559945,44,81.9642574871867,4.06170646011934,0.999999999997128,1.68022997657212,0.99999999999981,0
"BKTR","AllAges",0.693147180559945,2,4,20,0.1,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,3,7,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,20,20,20,20,3,7,2,4,0.693147180559945,0,0,0,0.693147180559945,44,81.9642574871867,2.82317277417153,0.999999999999811,1.3010900596888,0.999999999999992,0
"BKTR","AllAges",0.693147180559945,2,4,20,0.15,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,3,7,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,20,20,20,20,3,7,2,4,0.693147180559945,0,0,0,0.693147180559945,44,81.9642574871867,2.14655297702596,0.999999999999969,1.04879362148943,0.999999999999999,0
"BKTR","AllAges",0.693147180559945,2,5,5,0.05,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,3,7,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,5,5,5,5,3,7,2,5,0.693147180559945,0,0,0,0.693147180559945,53,22.3101403873208,4.02301699773367,0.996277598811146,1.6741162367031,0.998724104792406,1.39759315231913e-10
"BKTR","AllAges",0.693147180559945,2,5,5,0.1,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,3,7,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,5,5,5,5,3,7,2,5,0.693147180559945,0,0,0,0.693147180559945,53,22.3101403873208,2.80266517399295,0.998724105043411,1.29772984279107,0.99966867913133,1.1929783827469e-09
"BKTR","AllAges",0.693147180559945,2,5,5,0.15,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,3,7,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,5,5,5,5,3,7,2,5,0.693147180559945,0,0,0,0.693147180559945,53,22.3101403873208,2.13365525060374,0.999395691558008,1.04667407210386,0.999875172598337,4.84061879468811e-09
"BKTR","AllAges",0.693147180559945,2,5,10,0.05,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,3,7,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,10,10,10,10,3,7,2,5,0.693147180559945,0,0,0,0.693147180559945,53,44.3807847527361,4.02301699773367,0.999997648573135,1.6741162367031,0.999999588066393,7.105427357601e-15
"BKTR","AllAges",0.693147180559945,2,5,10,0.1,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,3,7,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,10,10,10,10,3,7,2,5,0.693147180559945,0,0,0,0.693147180559945,53,44.3807847527361,2.80266517399295,0.999999588072197,1.29772984279107,0.999999950195549,2.88657986402541e-15
"BKTR","AllAges",0.693147180559945,2,5,10,0.15,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,3,7,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,10,10,10,10,3,7,2,5,0.693147180559945,0,0,0,0.693147180559945,53,44.3807847527361,2.13365525060374,0.999999873536065,1.04667407210386,0.999999988708433,9.32587340685131e-15
"BKTR","AllAges",0.693147180559945,2,5,15,0.05,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,3,7,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,15,15,15,15,3,7,2,5,0.693147180559945,0,0,0,0.693147180559945,53,66.2157689386368,4.02301699773367,0.999999999150981,1.6741162367031,0.999999999914247,2.22044604925031e-16
"BKTR","AllAges",0.693147180559945,2,5,15,0.1,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,3,7,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,15,15,15,15,3,7,2,5,0.693147180559945,0,0,0,0.693147180559945,53,66.2157689386368,2.80266517399295,0.999999999914294,1.29772984279107,0.999999999994423,0
"BKTR","AllAges",0.693147180559945,2,5,15,0.15,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,3,7,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,15,15,15,15,3,7,2,5,0.693147180559945,0,0,0,0.693147180559945,53,66.2157689386368,2.13365525060374,0.999999999981516,1.04667407210386,0.999999999999159,0
"BKTR","AllAges",0.693147180559945,2,5,20,0.05,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,3,7,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,20,20,20,20,3,7,2,5,0.693147180559945,0,0,0,0.693147180559945,53,87.8188473077005,4.02301699773367,0.999999999999767,1.6741162367031,0.999999999999985,0
"BKTR","AllAges",0.693147180559945,2,5,20,0.1,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,3,7,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,20,20,20,20,3,7,2,5,0.693147180559945,0,0,0,0.693147180559945,53,87.8188473077005,2.80266517399295,0.999999999999985,1.29772984279107,0.999999999999999,0
"BKTR","AllAges",0.693147180559945,2,5,20,0.15,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,3,7,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,20,20,20,20,3,7,2,5,0.693147180559945,0,0,0,0.693147180559945,53,87.8188473077005,2.13365525060374,0.999999999999998,1.04667407210386,1,0
"BKTR","AllAges",0.693147180559945,2,7,5,0.05,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,3,7,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,5,5,5,5,3,7,2,7,0.693147180559945,0,0,0,0.693147180559945,71,24.2932639773051,3.97581015417556,0.998141422375396,1.66659965832853,0.999394621538275,3.33898464432991e-11
"BKTR","AllAges",0.693147180559945,2,7,5,0.1,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,3,7,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,5,5,5,5,3,7,2,7,0.693147180559945,0,0,0,0.693147180559945,71,24.2932639773051,2.77755442114078,0.999394621641127,1.29358926861123,0.99985177363552,3.15847237253308e-10
"BKTR","AllAges",0.693147180559945,2,7,5,0.15,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,3,7,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,5,5,5,5,3,7,2,7,0.693147180559945,0,0,0,0.693147180559945,71,24.2932639773051,2.11783051839581,0.999722621265884,1.04405878979755,0.99994636114273,1.36697497765681e-09
"BKTR","AllAges",0.693147180559945,2,7,10,0.05,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,3,7,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,10,10,10,10,3,7,2,7,0.693147180559945,0,0,0,0.693147180559945,71,48.3257433974239,3.97581015417556,0.999999509601314,1.66659965832853,0.99999991932947,1.15463194561016e-14
"BKTR","AllAges",0.693147180559945,2,7,10,0.1,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,3,7,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,10,10,10,10,3,7,2,7,0.693147180559945,0,0,0,0.693147180559945,71,48.3257433974239,2.77755442114078,0.999999919336566,1.29358926861123,0.999999990944035,2.88657986402541e-15
"BKTR","AllAges",0.693147180559945,2,7,10,0.15,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,3,7,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,10,10,10,10,3,7,2,7,0.693147180559945,0,0,0,0.693147180559945,71,48.3257433974239,2.11783051839581,0.999999976242719,1.04405878979755,0.999999998051291,1.77635683940025e-15
"BKTR","AllAges",0.693147180559945,2,7,15,0.05,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,3,7,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,15,15,15,15,3,7,2,7,0.693147180559945,0,0,0,0.693147180559945,71,72.1016150665169,3.97581015417556,0.999999999928688,1.66659965832853,0.999999999993254,0
"BKTR","AllAges",0.693147180559945,2,7,15,0.1,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,3,7,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,15,15,15,15,3,7,2,7,0.693147180559945,0,0,0,0.693147180559945,71,72.1016150665169,2.77755442114078,0.999999999993268,1.29358926861123,0.999999999999595,0
"BKTR","AllAges",0.693147180559945,2,7,15,0.15,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,3,7,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,15,15,15,15,3,7,2,7,0.693147180559945,0,0,0,0.693147180559945,71,72.1016150665169,2.11783051839581,0.999999999998609,1.04405878979755,0.999999999999942,0
"BKTR","AllAges",0.693147180559945,2,7,20,0.05,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,3,7,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,20,20,20,20,3,7,2,7,0.693147180559945,0,0,0,0.693147180559945,71,95.6249670683831,3.97581015417556,0.999999999999992,1.66659965832853,1,0
"BKTR","AllAges",0.693147180559945,2,7,20,0.1,0.142345588793919,0.491173747581474,0.0186718177732969,0.566819724469944,3,7,0.491173747581474,0.142345588793919,0.0186718177732969,0.566819724469944,20,20,20,20,3,7,2,7,0.693147180559945,0,0,0,0.693147180559945,71,95.6249670683831,2.77755442114078,1,1.29358926861123,1,0
